"id","timestamp","pmv","ppd","co2","pm25","pm10","temp","hr","voc","co","no2","c2h5ch","idnodo"
5624646,2022-06-29 21:54:00,0.82,19.0,708.0,2.5,5.6,27.0,53.7,20.0,1.8900000000000001,49.0,112.0,fdba37
5624626,2022-06-29 21:53:00,0.82,19.0,708.0,2.7,7.2,27.0,53.6,20.0,1.8800000000000001,48.0,112.0,fdba37
5624606,2022-06-29 21:52:00,0.86,21.0,708.0,2.9,7.8,27.1,54.0,19.0,1.87,48.0,112.0,fdba37
5624586,2022-06-29 21:51:00,0.86,21.0,708.0,2.8,6.2,27.1,54.0,20.0,1.8800000000000001,48.0,112.0,fdba37
5624566,2022-06-29 21:50:00,0.83,19.0,708.0,3.1,9.1,27.0,53.8,19.0,1.8800000000000001,48.0,112.0,fdba37
5624546,2022-06-29 21:49:00,0.86,20.0,708.0,3.0,8.5,27.1,53.8,20.0,1.9100000000000001,48.0,112.0,fdba37
5624526,2022-06-29 21:48:00,0.82,19.0,708.0,2.8,6.5,27.0,53.7,20.0,1.92,49.0,112.0,fdba37
5624506,2022-06-29 21:47:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.7,19.0,1.9000000000000001,50.0,112.0,fdba37
5624486,2022-06-29 21:46:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.7,20.0,1.9000000000000001,49.0,112.0,fdba37
5624466,2022-06-29 21:45:00,0.83,20.0,708.0,2.9,8.6,27.0,54.2,20.0,1.8900000000000001,49.0,112.0,fdba37
5624446,2022-06-29 21:44:00,0.83,19.0,708.0,2.8,7.2,27.0,53.8,20.0,1.9000000000000001,49.0,112.0,fdba37
5624426,2022-06-29 21:43:00,0.86,21.0,708.0,3.0,9.4,27.1,54.2,19.0,1.8900000000000001,49.0,112.0,fdba37
5624406,2022-06-29 21:42:00,0.83,20.0,708.0,3.1,8.2,27.0,54.2,20.0,1.8800000000000001,48.0,112.0,fdba37
5624386,2022-06-29 21:41:00,0.86,21.0,708.0,2.8,8.7,27.1,54.3,19.0,1.8900000000000001,49.0,113.0,fdba37
5624366,2022-06-29 21:40:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,1.8900000000000001,49.0,113.0,fdba37
5624346,2022-06-29 21:39:00,0.83,20.0,708.0,2.9,10.8,27.0,54.4,20.0,1.9000000000000001,50.0,112.0,fdba37
5624326,2022-06-29 21:38:00,0.82,19.0,708.0,2.9,8.2,27.0,53.7,19.0,1.9000000000000001,49.0,112.0,fdba37
5624306,2022-06-29 21:37:00,0.86,20.0,708.0,3.0,10.6,27.1,53.7,20.0,1.9000000000000001,49.0,112.0,fdba37
5624286,2022-06-29 21:36:00,0.83,19.0,708.0,2.6,6.2,27.0,54.0,20.0,1.9000000000000001,49.0,112.0,fdba37
5624266,2022-06-29 21:35:00,0.83,20.0,708.0,2.8,9.4,27.0,54.2,19.0,1.9100000000000001,50.0,113.0,fdba37
5624246,2022-06-29 21:33:00,0.84,20.0,708.0,2.6,5.7,27.0,54.8,20.0,1.9000000000000001,49.0,113.0,fdba37
5624226,2022-06-29 21:32:00,0.87,21.0,708.0,2.8,8.7,27.1,54.7,20.0,1.93,49.0,113.0,fdba37
5624206,2022-06-29 21:31:00,0.87,21.0,708.0,2.5,5.6,27.1,54.8,20.0,1.93,49.0,112.0,fdba37
5624186,2022-06-29 21:30:00,0.86,20.0,708.0,2.6,7.0,27.1,53.8,20.0,1.94,50.0,113.0,fdba37
5624166,2022-06-29 21:29:00,0.85,20.0,708.0,2.7,8.0,27.1,53.5,19.0,1.9000000000000001,49.0,112.0,fdba37
5624146,2022-06-29 21:28:00,0.85,20.0,708.0,2.8,10.1,27.1,53.4,20.0,1.87,49.0,112.0,fdba37
5624126,2022-06-29 21:27:00,0.85,20.0,708.0,2.7,6.6,27.1,53.4,20.0,1.85,48.0,112.0,fdba37
5624106,2022-06-29 21:26:00,0.85,20.0,708.0,2.5,8.1,27.1,53.4,20.0,1.85,49.0,112.0,fdba37
5624086,2022-06-29 21:25:00,0.86,20.0,708.0,2.9,8.6,27.1,53.6,20.0,1.86,49.0,112.0,fdba37
5624066,2022-06-29 21:24:00,0.86,20.0,708.0,2.6,7.2,27.1,53.6,20.0,1.9000000000000001,49.0,112.0,fdba37
5624046,2022-06-29 21:23:00,0.85,20.0,708.0,0.0,-1.0,27.1,53.5,20.0,1.86,49.0,112.0,fdba37
5624026,2022-06-29 21:22:00,0.86,20.0,708.0,0.0,-1.0,27.1,53.6,20.0,1.86,48.0,112.0,fdba37
5624006,2022-06-29 21:21:00,0.82,19.0,708.0,2.7,10.0,27.0,53.7,19.0,1.9000000000000001,49.0,113.0,fdba37
5623986,2022-06-29 21:20:00,0.82,19.0,708.0,2.8,9.9,27.0,53.7,20.0,1.8800000000000001,49.0,112.0,fdba37
5623966,2022-06-29 21:19:00,0.83,19.0,708.0,2.6,5.7,27.0,53.9,20.0,1.9100000000000001,48.0,112.0,fdba37
5623946,2022-06-29 21:18:00,0.86,20.0,708.0,2.5,8.0,27.1,53.7,20.0,1.95,49.0,112.0,fdba37
5623926,2022-06-29 21:17:00,0.82,19.0,708.0,2.6,7.5,27.0,53.6,20.0,1.93,50.0,113.0,fdba37
5623906,2022-06-29 21:16:00,0.83,19.0,708.0,0.0,-1.0,27.0,53.9,20.0,1.8800000000000001,49.0,113.0,fdba37
5623886,2022-06-29 21:15:00,0.83,19.0,708.0,2.5,6.4,27.0,54.0,20.0,1.96,50.0,112.0,fdba37
5623866,2022-06-29 21:14:00,0.83,19.0,708.0,2.5,7.8,27.0,54.0,20.0,2.0,51.0,113.0,fdba37
5623846,2022-06-29 21:13:00,0.83,19.0,708.0,2.3,7.5,27.0,53.9,20.0,1.99,51.0,113.0,fdba37
5623826,2022-06-29 21:12:00,0.83,19.0,708.0,2.4,7.1,27.0,53.9,20.0,1.97,51.0,112.0,fdba37
5623806,2022-06-29 21:11:00,0.83,19.0,708.0,2.4,5.7,27.0,54.1,20.0,1.96,49.0,112.0,fdba37
5623786,2022-06-29 21:09:00,0.83,19.0,708.0,2.6,8.6,27.0,54.1,20.0,2.0,50.0,112.0,fdba37
5623766,2022-06-29 21:08:00,0.83,19.0,708.0,3.0,8.6,27.0,54.1,19.0,1.98,49.0,112.0,fdba37
5623746,2022-06-29 21:07:00,0.83,19.0,708.0,2.5,5.6,27.0,53.9,20.0,1.96,49.0,113.0,fdba37
5623726,2022-06-29 21:06:00,0.83,19.0,708.0,2.8,9.9,27.0,53.9,20.0,1.96,50.0,113.0,fdba37
5623706,2022-06-29 21:05:00,0.83,19.0,708.0,2.4,5.6,27.0,53.9,20.0,1.92,49.0,113.0,fdba37
5623686,2022-06-29 21:04:00,0.83,19.0,708.0,2.5,5.9,27.0,53.8,20.0,1.96,51.0,112.0,fdba37
5623666,2022-06-29 21:03:00,0.83,19.0,708.0,2.4,6.7,27.0,53.9,20.0,1.94,50.0,113.0,fdba37
5623646,2022-06-29 21:02:00,0.86,21.0,708.0,2.4,8.6,27.1,54.0,20.0,1.96,51.0,112.0,fdba37
5623626,2022-06-29 21:01:00,0.83,20.0,708.0,2.3,6.4,27.0,54.2,20.0,1.99,51.0,112.0,fdba37
5623606,2022-06-29 21:00:00,0.83,20.0,708.0,2.5,5.9,27.0,54.2,20.0,2.0300000000000002,51.0,113.0,fdba37
5623586,2022-06-29 20:59:00,0.86,21.0,708.0,2.5,8.9,27.1,54.2,20.0,2.04,51.0,113.0,fdba37
5623566,2022-06-29 20:58:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,1.99,50.0,112.0,fdba37
5623546,2022-06-29 20:57:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.5,20.0,2.0,49.0,112.0,fdba37
5623526,2022-06-29 20:56:00,0.83,20.0,708.0,2.5,5.3,27.0,54.2,19.0,2.02,49.0,112.0,fdba37
5623506,2022-06-29 20:55:00,0.86,21.0,708.0,2.5,7.6,27.1,54.3,20.0,1.99,50.0,112.0,fdba37
5623486,2022-06-29 20:54:00,0.86,21.0,708.0,2.7,7.3,27.1,54.1,20.0,2.02,49.0,112.0,fdba37
5623466,2022-06-29 20:53:00,0.86,21.0,708.0,2.5,6.0,27.1,54.0,20.0,1.95,50.0,112.0,fdba37
5623446,2022-06-29 20:52:00,0.83,19.0,708.0,2.3,5.5,27.0,54.0,20.0,1.93,49.0,112.0,fdba37
5623426,2022-06-29 20:51:00,0.82,19.0,708.0,0.0,-1.0,27.0,53.7,19.0,1.93,50.0,112.0,fdba37
5623406,2022-06-29 20:50:00,0.83,19.0,708.0,2.4,5.6,27.0,53.9,19.0,1.84,49.0,112.0,fdba37
5623386,2022-06-29 20:49:00,0.83,19.0,708.0,2.4,4.5,27.0,54.0,20.0,1.9000000000000001,49.0,112.0,fdba37
5623366,2022-06-29 20:48:00,0.83,19.0,708.0,2.3,4.8,27.0,54.1,20.0,1.94,50.0,112.0,fdba37
5623346,2022-06-29 20:47:00,0.83,20.0,708.0,2.7,7.7,27.0,54.2,20.0,1.93,50.0,112.0,fdba37
5623326,2022-06-29 20:45:00,0.83,20.0,708.0,2.4,5.8,27.0,54.2,20.0,1.94,49.0,112.0,fdba37
5623306,2022-06-29 20:44:00,0.83,20.0,708.0,2.6,7.1,27.0,54.3,20.0,1.96,49.0,113.0,fdba37
5623286,2022-06-29 20:43:00,0.83,20.0,708.0,2.4,7.0,27.0,54.2,20.0,1.96,49.0,112.0,fdba37
5623266,2022-06-29 20:42:00,0.83,19.0,708.0,2.6,8.2,27.0,53.9,20.0,1.96,50.0,113.0,fdba37
5623246,2022-06-29 20:41:00,0.83,20.0,708.0,2.4,15.6,27.0,54.2,20.0,1.93,49.0,112.0,fdba37
5623226,2022-06-29 20:40:00,0.83,20.0,708.0,2.4,7.1,27.0,54.2,19.0,1.95,49.0,112.0,fdba37
5623206,2022-06-29 20:39:00,0.83,20.0,708.0,2.3,7.2,27.0,54.2,20.0,1.96,50.0,112.0,fdba37
5623186,2022-06-29 20:38:00,0.83,20.0,708.0,2.0,3.0,27.0,54.2,20.0,1.97,50.0,112.0,fdba37
5623166,2022-06-29 20:37:00,0.83,19.0,708.0,2.4,5.9,27.0,54.1,20.0,1.98,50.0,112.0,fdba37
5623146,2022-06-29 20:36:00,0.83,20.0,708.0,2.3,5.4,27.0,54.2,20.0,1.99,51.0,112.0,fdba37
5623126,2022-06-29 20:35:00,0.83,20.0,708.0,2.3,5.5,27.0,54.2,20.0,2.0100000000000002,49.0,111.0,fdba37
5623106,2022-06-29 20:34:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,1.97,49.0,112.0,fdba37
5623086,2022-06-29 20:33:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,2.0,50.0,112.0,fdba37
5623066,2022-06-29 20:32:00,0.83,20.0,708.0,2.5,5.5,27.0,54.4,19.0,1.96,49.0,112.0,fdba37
5623046,2022-06-29 20:31:00,0.83,20.0,708.0,2.5,5.6,27.0,54.2,20.0,1.97,50.0,112.0,fdba37
5623026,2022-06-29 20:30:00,0.83,20.0,708.0,2.6,8.5,27.0,54.2,19.0,1.95,50.0,112.0,fdba37
5623006,2022-06-29 20:29:00,0.83,20.0,708.0,2.5,5.8,27.0,54.2,20.0,1.94,50.0,113.0,fdba37
5622986,2022-06-29 20:28:00,0.83,19.0,708.0,2.6,7.0,27.0,54.0,20.0,1.93,50.0,112.0,fdba37
5622966,2022-06-29 20:27:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,1.93,50.0,112.0,fdba37
5622946,2022-06-29 20:26:00,0.83,20.0,708.0,2.2,6.0,27.0,54.2,20.0,1.92,50.0,112.0,fdba37
5622926,2022-06-29 20:25:00,0.83,20.0,708.0,2.4,6.2,27.0,54.4,20.0,1.94,50.0,112.0,fdba37
5622906,2022-06-29 20:24:00,0.83,20.0,708.0,2.7,7.6,27.0,54.2,20.0,1.96,50.0,113.0,fdba37
5622886,2022-06-29 20:23:00,0.83,20.0,708.0,2.4,7.2,27.0,54.2,19.0,1.95,50.0,112.0,fdba37
5622866,2022-06-29 20:21:00,0.83,20.0,708.0,2.5,5.4,27.0,54.4,19.0,1.92,49.0,112.0,fdba37
5622846,2022-06-29 20:20:00,0.83,19.0,708.0,2.4,6.4,27.0,54.1,20.0,1.95,49.0,112.0,fdba37
5622826,2022-06-29 20:19:00,0.83,20.0,708.0,2.7,6.3,27.0,54.2,20.0,1.92,51.0,112.0,fdba37
5622806,2022-06-29 20:18:00,0.83,20.0,708.0,2.3,5.9,27.0,54.2,20.0,1.9100000000000001,50.0,112.0,fdba37
5622786,2022-06-29 20:17:00,0.8,18.0,708.0,2.5,6.9,26.9,54.1,20.0,1.9100000000000001,51.0,113.0,fdba37
5622766,2022-06-29 20:16:00,0.8,18.0,708.0,2.5,6.9,26.9,54.0,20.0,1.9100000000000001,51.0,113.0,fdba37
5622746,2022-06-29 20:15:00,0.8,18.0,708.0,2.6,6.2,26.9,54.1,20.0,1.8900000000000001,50.0,112.0,fdba37
5622726,2022-06-29 20:14:00,0.8,18.0,708.0,2.5,7.5,26.9,53.9,19.0,1.9000000000000001,50.0,112.0,fdba37
5622706,2022-06-29 20:13:00,0.79,18.0,708.0,2.3,5.7,26.9,53.8,20.0,1.8800000000000001,49.0,112.0,fdba37
5622686,2022-06-29 20:12:00,0.83,20.0,708.0,2.6,6.3,27.0,54.2,20.0,1.9000000000000001,49.0,112.0,fdba37
5622666,2022-06-29 20:11:00,0.8,18.0,708.0,2.8,9.1,26.9,54.1,20.0,1.96,49.0,112.0,fdba37
5622646,2022-06-29 20:10:00,0.8,19.0,708.0,0.0,-1.0,26.9,54.7,20.0,1.95,49.0,112.0,fdba37
5622626,2022-06-29 20:09:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.6,20.0,2.0100000000000002,49.0,112.0,fdba37
5622606,2022-06-29 20:08:00,0.8,18.0,708.0,2.8,10.3,26.9,53.9,20.0,1.98,49.0,112.0,fdba37
5622586,2022-06-29 20:07:00,0.8,18.0,708.0,2.6,8.9,26.9,54.0,20.0,1.9000000000000001,50.0,112.0,fdba37
5622566,2022-06-29 20:06:00,0.83,19.0,708.0,2.6,6.8,27.0,54.0,20.0,1.8900000000000001,51.0,112.0,fdba37
5622546,2022-06-29 20:05:00,0.83,19.0,708.0,2.8,7.9,27.0,54.0,20.0,1.94,51.0,112.0,fdba37
5622526,2022-06-29 20:04:00,0.83,19.0,708.0,2.6,8.0,27.0,54.1,20.0,1.96,50.0,112.0,fdba37
5622506,2022-06-29 20:03:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,1.97,51.0,112.0,fdba37
5622486,2022-06-29 20:02:00,0.83,20.0,708.0,2.7,6.7,27.0,54.2,20.0,1.96,50.0,112.0,fdba37
5622466,2022-06-29 20:01:00,0.83,20.0,708.0,2.7,6.6,27.0,54.3,20.0,1.94,51.0,113.0,fdba37
5622446,2022-06-29 20:00:00,0.83,20.0,708.0,2.7,5.8,27.0,54.2,20.0,1.93,50.0,112.0,fdba37
5622426,2022-06-29 19:59:00,0.8,19.0,708.0,2.6,7.3,26.9,54.6,20.0,1.9100000000000001,50.0,113.0,fdba37
5622406,2022-06-29 19:57:00,0.83,20.0,708.0,2.4,5.2,27.0,54.2,20.0,1.95,50.0,112.0,fdba37
5622386,2022-06-29 19:56:00,0.83,20.0,708.0,2.8,9.4,27.0,54.2,20.0,1.9000000000000001,51.0,112.0,fdba37
5622366,2022-06-29 19:55:00,0.8,18.0,708.0,2.9,7.7,26.9,54.1,20.0,1.9000000000000001,51.0,113.0,fdba37
5622346,2022-06-29 19:54:00,0.83,20.0,708.0,2.4,5.5,27.0,54.4,20.0,1.8900000000000001,50.0,113.0,fdba37
5622326,2022-06-29 19:53:00,0.8,18.0,708.0,2.6,7.9,26.9,54.1,20.0,1.8800000000000001,51.0,112.0,fdba37
5622306,2022-06-29 19:52:00,0.8,18.0,708.0,2.8,7.4,26.9,54.1,19.0,1.85,51.0,113.0,fdba37
5622286,2022-06-29 19:51:00,0.83,20.0,708.0,2.7,9.1,27.0,54.2,20.0,1.84,51.0,112.0,fdba37
5622266,2022-06-29 19:50:00,0.8,18.0,708.0,2.7,10.3,26.9,54.3,20.0,1.86,51.0,112.0,fdba37
5622246,2022-06-29 19:49:00,0.8,19.0,708.0,2.7,6.6,26.9,54.6,20.0,1.8900000000000001,51.0,112.0,fdba37
5622226,2022-06-29 19:48:00,0.8,18.0,708.0,3.1,8.6,26.9,53.9,20.0,1.8900000000000001,50.0,113.0,fdba37
5622206,2022-06-29 19:47:00,0.83,19.0,708.0,2.8,8.6,27.0,54.0,20.0,1.83,51.0,113.0,fdba37
5622186,2022-06-29 19:46:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.2,20.0,1.83,51.0,113.0,fdba37
5622166,2022-06-29 19:45:00,0.83,20.0,708.0,0.0,-1.0,27.0,54.3,20.0,1.87,51.0,113.0,fdba37
5622146,2022-06-29 19:44:00,0.83,20.0,708.0,3.0,9.5,27.0,54.4,20.0,1.8900000000000001,51.0,113.0,fdba37
5622126,2022-06-29 19:43:00,0.8,18.0,708.0,2.8,8.0,26.9,54.3,20.0,1.8900000000000001,51.0,112.0,fdba37
5622106,2022-06-29 19:42:00,0.83,20.0,708.0,2.9,7.1,27.0,54.2,20.0,1.8800000000000001,51.0,112.0,fdba37
5622086,2022-06-29 19:41:00,0.83,20.0,708.0,2.9,9.2,27.0,54.2,20.0,1.8900000000000001,51.0,112.0,fdba37
5622066,2022-06-29 19:40:00,0.83,20.0,708.0,2.7,9.7,27.0,54.4,19.0,1.9000000000000001,51.0,112.0,fdba37
5622046,2022-06-29 19:39:00,0.8,18.0,708.0,0.0,-1.0,26.9,54.3,20.0,1.8900000000000001,51.0,112.0,fdba37
5622026,2022-06-29 19:38:00,0.83,20.0,708.0,2.7,8.0,27.0,54.5,20.0,1.9100000000000001,51.0,112.0,fdba37
5622006,2022-06-29 19:37:00,0.83,20.0,708.0,2.8,9.3,27.0,54.4,20.0,1.87,51.0,112.0,fdba37
5621986,2022-06-29 19:36:00,0.83,20.0,708.0,3.1,9.8,27.0,54.7,19.0,1.86,51.0,112.0,fdba37
5621966,2022-06-29 19:35:00,0.8,19.0,708.0,2.8,7.6,26.9,54.5,20.0,1.8900000000000001,50.0,112.0,fdba37
5621946,2022-06-29 19:33:00,0.8,19.0,708.0,2.8,11.7,26.9,54.6,19.0,1.93,49.0,112.0,fdba37
5621926,2022-06-29 19:32:00,0.8,19.0,708.0,2.5,6.5,26.9,54.5,19.0,1.8900000000000001,50.0,112.0,fdba37
5621906,2022-06-29 19:31:00,0.83,20.0,708.0,2.8,7.7,27.0,54.6,19.0,1.84,51.0,112.0,fdba37
5621886,2022-06-29 19:30:00,0.8,19.0,708.0,2.7,7.6,26.9,54.5,19.0,1.85,50.0,112.0,fdba37
5621866,2022-06-29 19:29:00,0.8,19.0,708.0,2.5,6.6,26.9,54.6,20.0,1.86,51.0,112.0,fdba37
5621846,2022-06-29 19:28:00,0.8,19.0,708.0,2.9,8.0,26.9,54.6,20.0,1.85,50.0,112.0,fdba37
5621826,2022-06-29 19:27:00,0.8,19.0,708.0,2.7,8.3,26.9,54.7,20.0,1.84,50.0,112.0,fdba37
5621806,2022-06-29 19:26:00,0.8,19.0,708.0,2.7,6.6,26.9,54.6,20.0,1.84,50.0,112.0,fdba37
5621786,2022-06-29 19:25:00,0.8,19.0,708.0,2.7,8.6,26.9,54.6,19.0,1.85,51.0,112.0,fdba37
5621766,2022-06-29 19:24:00,0.8,19.0,708.0,2.9,7.5,26.9,54.6,19.0,1.85,50.0,112.0,fdba37
5621746,2022-06-29 19:23:00,0.8,19.0,708.0,2.7,6.2,26.9,54.6,20.0,1.85,50.0,112.0,fdba37
5621726,2022-06-29 19:22:00,0.8,19.0,708.0,0.0,-1.0,26.9,54.5,19.0,1.84,50.0,112.0,fdba37
5621706,2022-06-29 19:21:00,0.8,19.0,708.0,0.0,-1.0,26.9,54.8,20.0,1.82,49.0,112.0,fdba37
5621686,2022-06-29 19:20:00,0.8,19.0,708.0,2.4,6.4,26.9,54.8,19.0,1.83,49.0,113.0,fdba37
5621666,2022-06-29 19:19:00,0.8,19.0,708.0,2.8,11.4,26.9,54.6,19.0,1.82,50.0,113.0,fdba37
5621646,2022-06-29 19:18:00,0.8,19.0,708.0,2.9,9.5,26.9,54.4,19.0,1.79,50.0,113.0,fdba37
5621626,2022-06-29 19:17:00,0.8,18.0,708.0,2.8,8.2,26.9,54.3,19.0,1.75,50.0,113.0,fdba37
5621606,2022-06-29 19:16:00,0.8,18.0,708.0,2.6,8.1,26.9,54.3,19.0,1.75,50.0,112.0,fdba37
5621586,2022-06-29 19:15:00,0.8,19.0,708.0,0.0,-1.0,26.9,54.4,19.0,1.74,50.0,113.0,fdba37
5621566,2022-06-29 19:14:00,0.8,19.0,708.0,2.7,6.6,26.9,54.6,19.0,1.8,50.0,113.0,fdba37
5621546,2022-06-29 19:13:00,0.8,19.0,708.0,2.7,8.0,26.9,54.5,19.0,1.74,49.0,113.0,fdba37
5621526,2022-06-29 19:12:00,0.81,19.0,708.0,2.7,8.5,26.9,54.9,19.0,1.77,49.0,113.0,fdba37
5621506,2022-06-29 19:11:00,0.77,18.0,708.0,2.9,10.4,26.8,54.7,20.0,1.83,49.0,113.0,fdba37
5621486,2022-06-29 19:09:00,0.8,19.0,708.0,2.8,11.2,26.9,54.8,19.0,1.79,49.0,113.0,fdba37
5621466,2022-06-29 19:08:00,0.8,19.0,708.0,2.7,6.5,26.9,54.6,19.0,1.78,49.0,113.0,fdba37
5621446,2022-06-29 19:07:00,0.81,19.0,708.0,3.0,7.9,26.9,54.9,19.0,1.78,48.0,113.0,fdba37
5621426,2022-06-29 19:06:00,0.8,19.0,708.0,2.9,8.9,26.9,54.5,19.0,1.8,49.0,113.0,fdba37
5621406,2022-06-29 19:05:00,0.8,19.0,708.0,2.7,6.1,26.9,54.7,19.0,1.72,50.0,114.0,fdba37
5621386,2022-06-29 19:04:00,0.8,19.0,708.0,2.6,6.1,26.9,54.4,19.0,1.78,49.0,113.0,fdba37
5621366,2022-06-29 19:03:00,0.8,19.0,708.0,2.7,7.6,26.9,54.4,19.0,1.72,49.0,114.0,fdba37
5621346,2022-06-29 19:02:00,0.8,19.0,708.0,2.9,8.7,26.9,54.4,19.0,1.7,50.0,114.0,fdba37
5621326,2022-06-29 19:01:00,0.8,19.0,708.0,3.1,7.6,26.9,54.6,19.0,1.76,49.0,114.0,fdba37
5621306,2022-06-29 19:00:00,0.8,19.0,708.0,2.9,8.7,26.9,54.6,19.0,1.78,50.0,113.0,fdba37
5621286,2022-06-29 18:59:00,0.8,19.0,708.0,2.8,9.5,26.9,54.7,19.0,1.78,50.0,114.0,fdba37
5621266,2022-06-29 18:58:00,0.84,20.0,708.0,3.0,8.5,27.0,54.9,19.0,1.8,49.0,113.0,fdba37
5621246,2022-06-29 18:57:00,0.84,20.0,708.0,0.0,-1.0,27.0,54.8,19.0,1.82,50.0,114.0,fdba37
5621226,2022-06-29 18:56:00,0.8,19.0,708.0,0.0,-1.0,26.9,54.5,19.0,1.73,50.0,114.0,fdba37
5621206,2022-06-29 18:55:00,0.8,19.0,708.0,2.6,8.0,26.9,54.7,19.0,1.72,50.0,114.0,fdba37
5621186,2022-06-29 18:54:00,0.83,20.0,708.0,2.5,6.7,27.0,54.7,19.0,1.74,50.0,114.0,fdba37
5621166,2022-06-29 18:53:00,0.8,19.0,708.0,2.6,6.5,26.9,54.7,19.0,1.74,51.0,114.0,fdba37
5621146,2022-06-29 18:52:00,0.8,19.0,708.0,2.8,8.5,26.9,54.6,19.0,1.74,50.0,114.0,fdba37
5621126,2022-06-29 18:51:00,0.8,19.0,708.0,2.7,8.4,26.9,54.8,19.0,1.76,50.0,114.0,fdba37
5621106,2022-06-29 18:50:00,0.8,19.0,708.0,0.0,-1.0,26.9,54.6,20.0,1.77,49.0,114.0,fdba37
5621086,2022-06-29 18:49:00,0.8,19.0,708.0,3.1,10.3,26.9,54.7,19.0,1.75,49.0,113.0,fdba37
5621066,2022-06-29 18:48:00,0.8,19.0,708.0,3.1,11.9,26.9,54.8,19.0,1.78,49.0,113.0,fdba37
5621046,2022-06-29 18:47:00,0.83,20.0,708.0,2.9,10.0,27.0,54.7,19.0,1.76,50.0,114.0,fdba37
5621026,2022-06-29 18:45:00,0.8,18.0,708.0,3.0,10.9,26.9,54.1,19.0,1.71,50.0,114.0,fdba37
5621006,2022-06-29 18:44:00,0.8,18.0,708.0,3.1,11.5,26.9,54.3,19.0,1.67,51.0,114.0,fdba37
5620986,2022-06-29 18:43:00,0.84,20.0,708.0,3.0,6.5,27.0,55.0,19.0,1.71,51.0,114.0,fdba37
5620966,2022-06-29 18:42:00,0.84,20.0,708.0,3.0,9.1,27.0,55.1,20.0,1.76,51.0,113.0,fdba37
5620946,2022-06-29 18:41:00,0.84,20.0,708.0,3.1,11.5,27.0,55.0,19.0,1.78,51.0,114.0,fdba37
5620926,2022-06-29 18:40:00,0.84,20.0,708.0,2.7,8.1,27.0,55.3,19.0,1.73,50.0,113.0,fdba37
5620906,2022-06-29 18:39:00,0.83,20.0,708.0,2.8,8.1,27.0,54.2,19.0,1.76,50.0,114.0,fdba37
5620886,2022-06-29 18:38:00,0.84,20.0,708.0,2.9,9.5,27.0,54.8,19.0,1.7,50.0,114.0,fdba37
5620866,2022-06-29 18:37:00,0.84,20.0,708.0,3.0,8.6,27.0,55.6,20.0,1.8,51.0,113.0,fdba37
5620846,2022-06-29 18:36:00,0.88,21.0,708.0,2.8,9.4,27.1,56.2,19.0,1.84,51.0,114.0,fdba37
5620826,2022-06-29 18:35:00,0.85,20.0,708.0,2.8,7.9,27.0,56.4,20.0,1.84,50.0,113.0,fdba37
5620806,2022-06-29 18:34:00,0.85,20.0,708.0,2.8,8.5,27.0,56.1,19.0,1.85,51.0,114.0,fdba37
5620786,2022-06-29 18:33:00,0.88,21.0,708.0,0.0,-1.0,27.1,56.0,19.0,1.86,51.0,113.0,fdba37
5620766,2022-06-29 18:32:00,0.85,20.0,708.0,0.0,-1.0,27.0,56.0,19.0,1.84,50.0,112.0,fdba37
5620746,2022-06-29 18:31:00,0.85,20.0,708.0,2.8,9.4,27.0,56.1,20.0,1.85,50.0,113.0,fdba37
5620726,2022-06-29 18:30:00,0.85,20.0,708.0,2.7,7.5,27.0,56.0,19.0,1.87,49.0,113.0,fdba37
5620706,2022-06-29 18:29:00,0.85,20.0,708.0,2.6,7.0,27.0,55.8,19.0,1.92,50.0,113.0,fdba37
5620686,2022-06-29 18:28:00,0.85,20.0,708.0,2.9,12.4,27.0,56.1,19.0,1.9100000000000001,50.0,113.0,fdba37
5620666,2022-06-29 18:27:00,0.81,19.0,708.0,2.7,10.3,26.9,55.7,20.0,1.86,50.0,113.0,fdba37
5620646,2022-06-29 18:26:00,0.84,20.0,708.0,0.0,-1.0,27.0,55.7,20.0,1.92,50.0,112.0,fdba37
5620626,2022-06-29 18:25:00,0.84,20.0,708.0,3.0,12.1,27.0,55.5,19.0,1.94,50.0,113.0,fdba37
5620606,2022-06-29 18:24:00,0.85,20.0,708.0,2.8,11.7,27.0,56.3,20.0,1.83,50.0,113.0,fdba37
5620586,2022-06-29 18:22:00,0.85,20.0,708.0,3.1,16.4,27.0,56.0,20.0,1.85,50.0,112.0,fdba37
5620566,2022-06-29 18:21:00,0.82,19.0,708.0,2.6,7.3,26.9,55.9,19.0,1.84,50.0,112.0,fdba37
5620546,2022-06-29 18:20:00,0.85,20.0,708.0,2.7,7.3,27.0,55.8,19.0,1.85,50.0,112.0,fdba37
